0,1.2
1,1.0858
2,0.98248
3,0.88898
4,0.80438
5,0.72784
6,0.65857
7,0.5959
8,0.53919
9,0.48788
10,0.44145
11,0.39944
12,0.36143
13,0.32704
14,0.29592
15,0.26776
16,0.24228
17,0.21922
18,0.24646
19,0.30776
20,0.39718
21,0.4947
22,0.58327
23,0.65562
24,0.71073
25,0.75004
26,0.77563
27,0.78963
28,0.79396
29,0.79033
30,0.7802
31,0.76484
32,0.74534
33,0.72263
34,0.69749
35,0.67524
36,0.66386
37,0.66846
38,0.6908
39,0.72858
40,0.77708
41,0.83092
42,0.8854
43,0.93738
44,0.98535
45,1.029
46,1.0685
47,1.104
48,1.1356
49,1.163
50,1.1858
51,1.2037
52,1.2165
53,1.2256
54,1.2334
55,1.2427
56,1.2554
57,1.2713
58,1.2876
59,1.2986
60,1.2982
61,1.2828
62,1.252
63,1.2084
64,1.1555
65,1.0969
66,1.0356
67,0.97402
68,0.91388
69,0.8565
70,0.80263
71,0.75249
72,0.70574
73,0.66173
74,0.61984
75,0.57982
76,0.54199
77,0.50719
78,0.47668
79,0.45206
80,0.4356
81,0.43044
82,0.44063
83,0.47007
84,0.51998
85,0.58642
86,0.661
87,0.7348
88,0.80149
89,0.85791
90,0.90311
91,0.93726
92,0.96109
93,0.97561
94,0.98201
95,0.9817
96,0.97624
97,0.96745
98,0.95752
99,0.94911
100,0.94543
101,0.94983
102,0.96495
103,0.9914
104,1.0268
105,1.0655
106,1.1003
107,1.1257
108,1.1397
109,1.1439
110,1.1413
111,1.1354
112,1.1291
113,1.1247
114,1.1234
115,1.1256
116,1.1307
117,1.1373
118,1.1431
119,1.145
120,1.1391
121,1.1218
122,1.0917
123,1.051
124,1.0043
125,0.95641
126,0.91074
127,0.86939
128,0.83327
129,0.80238
130,0.77601
131,0.75297
132,0.73192
133,0.71173
134,0.69168
135,0.67175
136,0.65264
137,0.63594
138,0.62425
139,0.6212
140,0.63092
141,0.65637
142,0.69737
143,0.74992
144,0.80806
145,0.86633
146,0.92114
147,0.97072
148,1.0144
149,1.0522
150,1.0842
151,1.1107
152,1.1318
153,1.1479
154,1.1596
155,1.1678
156,1.174
157,1.1802
158,1.1889
159,1.2022
160,1.2204
161,1.2412
162,1.2588
163,1.2663
164,1.2589
165,1.2359
166,1.1997
167,1.154
168,1.1026
169,1.0488
170,0.99475
171,0.94224
172,0.89228
173,0.84541
174,0.80159
175,0.76028
176,0.72053
177,0.6814
178,0.64246
179,0.60418
180,0.56776
181,0.53489
182,0.50748
183,0.48782
184,0.47873
185,0.48354
186,0.50531
187,0.54526
188,0.60115
189,0.66734
190,0.73685
191,0.80375
192,0.86411
193,0.91584
194,0.95803
195,0.99045
196,1.0134
197,1.0275
198,1.034
199,1.0342
200,1.0301
201,1.0237
202,1.0176
203,1.0147
204,1.0181
205,1.0303
206,1.0522
207,1.0823
208,1.1158
209,1.1455
210,1.1646
211,1.1698
212,1.1622
213,1.1453
214,1.123
215,1.0991
216,1.0764
217,1.0568
218,1.0412
219,1.0295
220,1.0208
221,1.0127
222,1.0022
223,0.98598
224,0.96137
225,0.92788
226,0.8877
227,0.84475
228,0.80303
229,0.7658
230,0.73544
231,0.71352
232,0.70077
233,0.69698
234,0.70106
235,0.71122
236,0.72549
237,0.74221
238,0.76049
239,0.78055
240,0.8038
241,0.83247
